reviewText,overall,Sentiment
"Well, this card is pretty cool. I received one that says C10 instead of U1 (like this picture).  For what I use it, U1 won't work, so the one I received is C10.  I needed mine for a iON Air Pro camera, and the advertisements that &#34;supposedly&#34; say class10 on the page description, but it says U1 on the card won't work for the camera.I don't know why they don't call it Ultra 1 instead of falsely advertising it as a C10 when it really is a U1.  I was lucky to receive a C10, so it worked out, but it makes it more confusing for the other laymen.",5,Notr
Wanted to test some things on an old Android phone. This worked perfectly. Don't use the phone any more so will now use it for my camera. We'll see.,5,Pozitif
Works as described.  I use it in my Samsung S5 and it was a plug and play.  Hope to have this phone until I am done with Cellphones they are getting to high priced.  everything was transfered from my old phone on to this and still have plenty of space left.,5,Pozitif
"I do not know if the GS3's have issues with reading cards of this size but I eventually had to remove this card and purchase a Transcend 8GB Class 10 card just to check if it was my phone that was the problem. When I got it I opened the packet, and popped it right in. Recognized, was able to start using, taking shots and video and they immediately saved to the card without the hangup my old class 2 card used to have. After a couple of days I noticed that I would take a shot and the phone would give me an error that it could not save to the SD card. You would have to reboot to fix. When scrolling through the gallery on the SD card it would freeze and the app would crash. I moved what I could, formatted the card but the same thing kept happening.Since installing the new Transcend 8GB card I've had no such issues. Maybe its just MY phone but I think there have been enough complaints from GS3 owners to be a little skeptical about this card on their phones.",3,Negatif
The only thing is if you use this product on Andiod you must format .  Windows machines don't seem to supot FAT32  .  winwods machines will open files but the format program on Win only formats NTFS and EXFAT  which is limting because Andriod uses FAT32.,4,Notr
"I purchased this because my Samsumg Galaxy S3 was getting full of pictures. It installed easy, works great and I have had no speed issues when writing or reading from it,",5,Pozitif
Memory cards arrived on time and I was greatly appreciative of the frustration free packaging. If people would only stop stealing the stuff off shelves then we wouldn't have to deal with the frustration free packing would we!Trued it out in my Samsung smartphone and it worked without a hitch.,5,Pozitif
A necessity for the GoPro I bought. This little guy holds all the info I need and makes for easy use. I'd recommend this little guy for anyone getting a GoPro.,5,Notr
I use this for my cell phone ( Lumia 810 ) and it works fine. the transfer speed is a little slower than other memory cards I have used but not by much.,4,Pozitif
Bought this item to use in my Android based tablet and it has worked just fine.  Doubled my storage capacity at a very reasonable cost.,5,Pozitif
I was looking for a solution to consolidate all the pictures I had on my Lenovo Tablet 2 (comes with built-in 64MB and a Micro-SD reader where I had a 64GB card full). This was a great find and I have not moved all my files to this 128MB card. I don't see any speed issue but did not do a formal test to check the capacity.,5,Pozitif
Easy install in to the S4 and expansion of memory was completed with out issue.  Product works as it is advertised.,5,Pozitif
Work great with my Samsung Galaxy S4. Simple to install and redirect in settings. I don't get the memory warnings anymore.,5,Pozitif
"i bought this sandisk ultra 32 gb micro SDHC memory card for my go pro hero white edition, is really good anD works perfecly, try it, you wont regret!!",4,Pozitif
"I am using this with my Dell Venue 8 pro 64GB, and it is actually as fast as the onboard flash based ssd.  I can write to it very quickly, an di can read from it even quicker.  I recommend this if you need some additional storage space.",5,Pozitif
Great card. Works with my gopro and Canon 1D,5,Pozitif
I upgraded to this after the price dropped. I originally had a 16gig sandisk card and it was in my mytouch 4g. I found toward my mytouch 4g's end of life that space is running low. So when I got my Galaxy S3 I bought this card. It works flawlessly. I highly recommend it. Now errors what so ever. Super fast transfer rate.,5,Pozitif
they work great with my phonei think i may have to buy lots more of this productmaybe 64gb,5,Pozitif
"Ordered two of these and none works w my Cell Phone, Audio player or Camera.Guys, you have a problem......................................................................................",1,Negatif
"MICROSOFT SURFACE RT FITS PERFECTLY!!!!!!! speeeds ive seen are arounf 30MB/s wrting speeds**tipRight click documents folder, click properties and move the document folder to this microsd card ;) dont save on your computer thats only for programs ok people!!!!!!!!1",5,Pozitif
"You won't be unhappy with a SanDisk card, they even back them with a lifetime warranty. I purchased this for a friend and she's very happy with it",5,Pozitif
"Big card, a lot faster than the card that came with my phone. Allows me to switch to video and take pics faster. If you are going to get a cloud storage program think about just getting a couple big cards instead makes downloading and accessing chunks of data a lot easier.",5,Pozitif
"It's quick, theirs clout behind the name and I haven't had any errors/faults on the three (3) that I've bought thus far. Keep in mind, these are a dime a dozen these days, but not all are equal. Stick to a dependable brand, like SanDisk and spend the extra $1-$5.",5,Pozitif
"Plenty of room for all my photos, music and random documents I decide to load onto my phone. It works great with my HTC One M8 and apps stored on the SD card run as smooth as they did on the phone itself. File writes were as fast as I expected from an XC I card.The only downside, and this is minor, is the MicroSD adapter it comes with seems a little cheap. But hey, that's not the reason I bought this card.",5,Pozitif
